Film,Production,Cast
Hotel Transylvania,Columbia Pictures / Sony Pictures Animation,"Genndy Tartakovsky (director); Don Rhymer (screenplay); Adam Sandler, Andy Samberg, Selena Gomez, Kevin James, Fran Drescher, Steve Buscemi, Molly Shannon, David Spade, CeeLo Green, Jon Lovitz, Luenell, Chris Parnell, Brian George, Brian Stack, Jackie Sandler, Sadie Sandler, Robert Smigel, Rob Riggle, Paul Brittain, Jim Wise, Brian McCann, Rose Abdoo, Kirk Baily, Dana L. Belben, Corey Burton, Cam Clarke, Michael Corbett, Allen Covert, Doug Dale, Collin Dean, Eddie Frierson, Bridget Hoffman, Rif Hutton, Tom Kenny, Scott Menville, Edie Mirman, Sunny Sandler, Katie Silverman, Sarah Thyre, Maddie Taylor"
Looper,TriStar Pictures / FilmDistrict,"Rian Johnson (director/screenplay); Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano, Noah Segan, Jeff Daniels, Piper Perabo, Pierce Gagnon, Summer Qing, Tracie Thoms, Garret Dillahunt, Nick Gomez"
Pitch Perfect,Universal Pictures / Gold Circle Films,"Jason Moore (director); Kay Cannon, Jeff Roda (screenplay); Anna Kendrick, Anna Camp, Rebel Wilson, Adam DeVine, Alexis Knapp, Brittany Snow, Freddie Stroma, Skylar Astin, Ester Dean, Hana Mae Lee, Ben Platt, Utkarsh Ambudkar, John Michael Higgins, Elizabeth Banks, Kelley Alice Jakle, Shelley Regner, David Del Rio, John Benjamin Hickey, Joe Lo Truglio, Har Mar Superstar, Jason Jones, Donald Faison, Christopher Mintz-Plasse"
Won't Back Down,20th Century Fox / Walden Media,"Daniel Barnz (director/screenplay); Brin Hill (screenplay); Viola Davis, Maggie Gyllenhaal, Holly Hunter, Ving Rhames, Rosie Perez"
The Waiting Room,International Film Circuit,Peter Nicks (director);
Frankenweenie,Walt Disney Pictures,"Tim Burton (director); John August (screenplay); Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder, Robert Capron, James Hiroyuki Liao, Conchata Ferrell, Michael Welch, Christopher Lee, Tom Kenny, Dee Bradley Baker, Jeff Bennett, Frank Welker, Melissa Stribling, Jon Donahue"
Taken 2,20th Century Fox / EuropaCorp,"Olivier Megaton (director); Luc Besson, Robert Mark Kamen (screenplay); Liam Neeson, Famke Janssen, Maggie Grace, Rade Sherbedgia, Luke Grimes, Leland Orser, Jon Gries, D.B. Sweeney, Olivier Rabourdin, Kevork Malikyan, Luenell"
It's Such a Beautiful Day,Cinemad Presents,Don Hertzfeldt (director/screenplay)
The Oranges,ATO Pictures,"Julian Farino (director); Ian Helfer, Jay Reiss (screenplay); Hugh Laurie, Leighton Meester, Catherine Keener, Adam Brody, Alia Shawkat, Oliver Platt, Allison Janney"
The Paperboy,Millennium Films,"Lee Daniels (director/screenplay); Zac Efron, Matthew McConaughey, Nicole Kidman, John Cusack, David Oyelowo, Scott Glenn, Macy Gray, Ned Bellamy, Nealla Gordon"
Argo,Warner Bros. Pictures / GK Films,"Ben Affleck (director); Chris Terrio (screenplay); Ben Affleck, John Goodman, Alan Arkin, Bryan Cranston, Victor Garber, Tate Donovan, Clea DuVall, Christopher Denham, Scoot McNairy, Kerry Bishé, Rory Cochrane, Kyle Chandler, Chris Messina, Željko Ivanek, Titus Welliver, Bob Gunton, Richard Kind, Richard Dillane, Omid Abtahi, Sheila Vand, Keith Szarabajka, Michael Parks, Taylor Schilling, Barry Livingston, Adrienne Barbeau, Tom Lenk, Nelson Franklin, Mark Rhino Smith, Philip Baker Hall, Mike Wallace"
Here Comes the Boom,Columbia Pictures,"Frank Coraci (director); Allan Loeb, Kevin James (screenplay); Kevin James, Salma Hayek, Henry Winkler, Joe Rogan"
Seven Psychopaths,CBS Films,"Martin McDonagh (director/screenplay); Colin Farrell, Sam Rockwell, Woody Harrelson, Christopher Walken, Tom Waits, Abbie Cornish, Olga Kurylenko, Željko Ivanek, Harry Dean Stanton, Brendan Sexton III, Amanda Warren, Christine Marzano, Kevin Corrigan, Gabourey Sidibe, Michael Pitt, Michael Stuhlbarg, Helena Mattsson, Long Nguyen, Linda Bright Clay"
Sinister,Summit Entertainment / Alliance Films / BH Productions,"Scott Derrickson (director/screenplay); C. Robert Cargill (screenplay); Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, Vincent D'Onofrio"
"3,2,1... Frankie Go Boom",Variance Films,"Jordan Roberts (director/screenplay); Charlie Hunnam, Chris O'Dowd, Lizzy Caplan, Nora Dunn, Whitney Cummings, Ron Perlman, Chris Noth"
Nobody Walks,Magnolia Pictures,"Ry Russo-Young (director/screenplay), Lena Dunham (screenplay); John Krasinski, Olivia Thirlby, Rosemarie DeWitt, India Ennenga, Justin Kirk"
Smashed,Sony Pictures Classics,"James Ponsoldt (director/screenplay); Susan Burke (screenplay); Mary Elizabeth Winstead, Aaron Paul, Octavia Spencer, Nick Offerman, Megan Mullally"
Smiley,Fever Productions LLC / MIJ Productions,"Michael Gallagher (director/screenplay); Glasgow Phillips (screenplay); Caitlin Gerard, Melanie Papalia, Andrew James Allen, Liza Weil, Toby Turner, Roger Bart, Keith David, Jason Horton, Shane Dawson"
Holy Motors,Indomina Releasing,"Leos Carax (director/screenplay); Denis Lavant, Édith Scob, Eva Mendes, Kylie Minogue"
Alex Cross,Summit Entertainment,"Rob Cohen (director); James Patterson, Kerry Williamson, Marc Moss (screenplay); Tyler Perry, Matthew Fox, Rachel Nichols, Edward Burns, Jean Reno, Giancarlo Esposito"
Paranormal Activity 4,Paramount Pictures,"Ariel Schulman, Henry Joost (directors); Zack Estrin (screenplay); Kathryn Newton, Matt Shively, Stephen Dunham, Alexondra Lee, Katie Featherston, Alisha Boe, Frank Welker, Aiden Lovekamp, Brady Allen"
The Sessions,Fox Searchlight Pictures,"Ben Lewin (director/screenplay); John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood"
The Girl,HBO Films / BBC,"Julian Jarrold (director); Gwyneth Hughes (screenplay); Toby Jones, Sienna Miller, Penelope Wilton, Imelda Staunton, Carl Beukes, Candice D'Arcy, Conrad Kemp"
Chasing Mavericks,20th Century Fox / Walden Media,"Curtis Hanson, Michael Apted (directors); Kario Salem (screenplay); Gerard Butler, Jonny Weston, Elisabeth Shue, Abigail Spencer"
Cloud Atlas,Warner Bros. Pictures,"Tom Tykwer, Lilly Wachowski, Lana Wachowski (directors/screenplay); Tom Hanks, Jim Sturgess, David Gyasi, Jim Broadbent, Ben Whishaw, Halle Berry, Hugh Grant, Doona Bae, Hugo Weaving"
Fun Size,Paramount Pictures / Nickelodeon Movies,"Josh Schwartz (director); Max Werner (screenplay); Victoria Justice, Jane Levy, Thomas McDonell, Thomas Mann, Chelsea Handler, Thomas Middleditch, Jackson Nicoll, Osric Chau, Riki Lindhome, Johnny Knoxville, Josh Pence, Ana Gasteyer, Kerri Kenney-Silver"
Silent Hill: Revelation,Open Road Films,"Michael J. Bassett (director/screenplay); Adelaide Clemens, Sean Bean, Radha Mitchell, Kit Harington, Carrie-Anne Moss, Malcolm McDowell, Deborah Kara Unger, Martin Donovan"
Pusher,Radius-TWC,"Luis Prieto (director); Matthew Read (screenplay); Richard Coyle, Zlatko Burić"
Flight,Paramount Pictures / P+M Image Nation / ImageMovers,"Robert Zemeckis (director); John Gatins (screenplay); Denzel Washington, Don Cheadle, Kelly Reilly, John Goodman, Bruce Greenwood, Melissa Leo, Tamara Tunie, Nadine Velazquez, Brian Geraghty, Peter Gerety, Garcelle Beauvais, James Badge Dale, Piers Morgan, E. Roger Mitchell, Randy Thom, Hal Williams, Kwesi Boakye"
The Man with the Iron Fists,Universal Pictures,"RZA (director/screenplay); Eli Roth (screenplay); Russell Crowe, Lucy Liu, Dave Bautista, RZA, Byron Mann, Cung Le, Rick Yune, Jamie Chung, Pam Grier, Osric Chau, MC Jin, Daniel Wu, Andrew Lin, Grace Huang, Eli Roth, Chen Kuan-tai, Bryan Leung, Zhu Zhu, Terence Yin, Gordon Liu, Telly Liu, Xue Jing Yao"
Wreck-It Ralph,Walt Disney Pictures / Walt Disney Animation Studios,"Rich Moore (director); Jennifer Lee, Phil Johnston (screenplay); John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla, Horatio Sanz, Rich Moore, Edie McClurg, Raymond S. Persi, Jess Harnell, Rachael Harris, Skylar Astin, Katie Lowes, Jamie Elman, Phil Johnston, Stefanie Scott, John DiMaggio, Brian Kesinger, Martin Jarvis, Brandon Scott, Maurice LaMarche, Roger Craig Smith, Reuben Langdon, Kyle Hebert, Ava Acres, Isabella Acres, Bob Bergen, David Boat, Jim Cummings, E.G. Daily, Debi Derryberry, Sandy Fox, Eddie Frierson, Emily Hahn, Jennifer Hale, Lauren MacMullan, Mona Marshall, Scott Menville, Laraine Newman, Paul Pape, Kath Soucie, April Stewart, Fred Tatasciore, Nick Grimshaw"
Amber Alert,Wrekin Hill Entertainment,"Kerry Bellessa (director/screenplay); Joshua Oram (screenplay); Summer Bellessa, Chris Hill, Jasen Wade"
The Bay,Lionsgate / Roadside Attractions / Alliance Films,"Barry Levinson (director); Michael Wallach (screenplay); Will Rogers, Kristen Connolly, Kether Donohue, Frank Deal, Stephen Nunken, Christopher Denham, Nansi Aluka"
The Details,The Weinstein Company,"Jacob Aaron Estes (director); Tobey Maguire, Elizabeth Banks, Dennis Haysbert, Ray Liotta, Kerry Washington, Laura Linney"
A Late Quartet,Entertainment One,"Yaron Zilberman (director/screenplay); Seth Grossman (screenplay); Philip Seymour Hoffman, Catherine Keener, Christopher Walken, Imogen Poots"
A Liar's Autobiography,Trinity,"Bill Jones, Jeff Simpson, Ben Timlett (directors); Graham Chapman, John Cleese, Cameron Diaz, Terry Gilliam, Michael Palin, Eric Idle"
North Sea Texas,Strand Releasing,"Bavo Defurne (director); Jelle Florizoone, Mathias Vergels, Eva Van Der Gucht, Katelijne Damen, Noor Ben Taouet"
This Must Be the Place,The Weinstein Company,"Paolo Sorrentino (director/screenplay); Umberto Contarello (screenplay); Sean Penn, Frances McDormand"
Fire with Fire,Lionsgate,"David Barrett (director); Tom O'Connor (screenplay); Josh Duhamel, Bruce Willis, Vincent D'Onofrio, Rosario Dawson, Nnamdi Asomugha"
In Their Skin,IFC Midnight,"Jeremy Power Regimbal (director); Joshua Close (screenplay); Selma Blair, James D'Arcy"
Jab Tak Hai Jaan,Yash Raj Films,"Yash Chopra (director); Aditya Chopra, Devika Bhagat (screenplay); Shahrukh Khan, Anushka Sharma, Katrina Kaif"
The Twilight Saga: Breaking Dawn – Part 2,Summit Entertainment,"Bill Condon (director); Melissa Rosenberg (screenplay); Kristen Stewart, Robert Pattinson, Michael Sheen, Mackenzie Foy, Billy Burke, Ashley Greene, Taylor Lautner, Peter Facinelli, Elizabeth Reaser, Jackson Rathbone, Nikki Reed, Kellan Lutz, Cameron Bright, Lee Pace, Dakota Fanning, Mia Maestro, Maggie Grace, Christian Camargo, Rami Malek, Daniel Cudmore, Christopher Heyerdahl, Jamie Campbell Bower, Noel Fisher, Wendell Pierce, Casey LaBow, MyAnna Buring, Joe Anderson, Angela Sarafyan, Booboo Stewart, Judith Shekoni, Charlie Bewley, J.D. Pardo, Julia Jones, Lateef Crowder, Toni Trucks, Andrea Gabriel, Chaske Spencer, Omar Metwally, Valorie Curry, Guri Weinberg, Lisa Howard, Patrick Brennan, Amadou Ly"
Chasing Ice,National Geographic,Jeff Orlowski (director)
Lincoln,Touchstone Pictures / DreamWorks Pictures / 20th Century Fox / Reliance Entertainment / Participant Media / Amblin Entertainment / The Kennedy/Marshall Company,"Steven Spielberg (director); Tony Kushner (screenplay); Daniel Day-Lewis, David Strathairn, Hal Holbrook, Sally Field, Joseph Gordon-Levitt, James Spader, John Hawkes, Tim Blake Nelson, Jared Harris, Tommy Lee Jones, David Oyelowo, Jackie Earle Haley, Dane DeHaan, Lee Pace, Julie White, Walton Goggins, David Costabile, Lukas Haas, Adam Driver, Michael Stuhlbarg, Gulliver McGrath, Elizabeth Marvel, S. Epatha Merkerson"
Silver Linings Playbook,The Weinstein Company,"David O. Russell (director/screenplay); Bradley Cooper, Jennifer Lawrence, Brea Bee, Robert De Niro, Jacki Weaver, John Ortiz, Julia Stiles, Anupam Kher, Chris Tucker"
Life of Pi,20th Century Fox,"Ang Lee (director); David Magee (screenplay); Suraj Sharma, Ayush Tandon, Irrfan Khan, Gérard Depardieu"
Red Dawn,FilmDistrict / Open Road Films,"Dan Bradley (director); Carl Ellsworth, Jeremy Passmore, Vincent Newman, Tony Gilroy (screenplay); Will Yun Lee, Chris Hemsworth, Josh Peck, Adrianne Palicki, Josh Hutcherson, Isabel Lucas, Connor Cruise, Jeffrey Dean Morgan"
Rise of the Guardians,Paramount Pictures / DreamWorks Animation,"Peter Ramsey (director); David Lindsay-Abaire (screenplay); Chris Pine, Alec Baldwin, Hugh Jackman, Isla Fisher, Jude Law, Dakota Goyo"
Nativity 2: Danger in the Manger,BBC Films,"Debbie Isitt (director); David Tennant, Joanna Page, Marc Wootton, Pam Ferris, Jake Pratt, Bessie Cursons"
Hitchcock,Fox Searchlight Pictures / The Montecito Picture Company,"Sacha Gervasi (director); John McLaughlin (screenplay); Anthony Hopkins, Helen Mirren, Michael Wincott, Scarlett Johansson, Jessica Biel, James D'Arcy, Toni Collette, Kurtwood Smith"
The Collection,LD Entertainment,"Marcus Dunstan (director); Marcus Dunstan, Patrick Melton (screenplay); Josh Stewart, Emma Fitzpatrick"
Killing Them Softly,The Weinstein Company / Plan B Entertainment / Annapurna Pictures,"Andrew Dominik (director/screenplay); Brad Pitt, Vincent Curatola, Scoot McNairy, Ben Mendelsohn, Ray Liotta, Richard Jenkins, James Gandolfini"
Talaash: The Answer Lies Within,Reliance Big Pictures,"Reema Kagti (director/screenplay); Zoya Akhtar (screenplay); Aamir Khan, Rani Mukerji, Kareena Kapoor, Nawazuddin Siddiqui"
Playing for Keeps,FilmDistrict / Open Road Films,"Gabriele Muccino (director); Robbie Fox (screenplay); Gerard Butler, Uma Thurman, Jessica Biel, Dennis Quaid, Noah Lomax, James Tupper, Judy Greer, Catherine Zeta-Jones"
Bad Kids Go to Hell,Eagle Films/Phase 4 Films,"Matthew Spradlin (director); Amanda Alch, Marc Donato, Augie Duke, Roger Edwards, Ali Faulkner, Cameron Deane Stewart, Ben Browder, Judd Nelson"
Cheerful Weather for the Wedding,Capcom Pictures,"Donald Rice (director/screenplay); Mary Henely-Magill (screenplay); Felicity Jones, Luke Treadaway, Elizabeth McGovern"
Deadfall,Magnolia Pictures,"Stefan Ruzowitzky (director); Zach Dean (screenplay); Eric Bana, Olivia Wilde, Charlie Hunnam, Sissy Spacek, Kris Kristofferson"
Dino Time,CJ Entertainment,"Yoon-suk Choi, John Kafka (director); James Greco, Zachary Rosenblatt (screenplay); Jane Lynch, Rob Schneider, Stephen Baldwin, William Baldwin, Pamela Adlon, Yuri Lowenthal, Melanie Griffith"
The Fitzgerald Family Christmas,Tribeca Film,Edward Burns (director/produced/written); Kerry Bishé; Heather Burns; Connie Britton; Caitlin FitzGerald; Anita Gillette; Tom Guiry; Ed Lauter; Mike McGlone; Noah Emmerich
Heleno,Screen Media Films,"Jose Henrique Fonseca (director/screenplay); Felipe Braganca, Fernando Castets (screenplay); Rodrigo Santoro"
Hyde Park on Hudson,Focus Features,"Roger Michell (director); Richard Nelson (screenplay); Bill Murray, Laura Linney, Olivia Williams, Samuel West, Olivia Colman, Elizabeth Wilson, Elizabeth Marvel, Eleanor Bron"
Lay the Favorite,The Weinstein Company,"Stephen Frears (director); D.V. DeVincentis (screenplay); Bruce Willis, Rebecca Hall, Catherine Zeta-Jones, Joshua Jackson"
The Hobbit: An Unexpected Journey,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer,"Peter Jackson (director/screenplay); Fran Walsh, Philippa Boyens, Guillermo del Toro (screenplay); Richard Armitage, Ian McKellen, Martin Freeman, Hugo Weaving, Cate Blanchett, Christopher Lee, Andy Serkis, Elijah Wood, Ian Holm, James Nesbitt, Ken Stott"
The Guilt Trip,Paramount Pictures / Skydance Productions,"Anne Fletcher (director); Dan Fogelman (screenplay); Barbra Streisand, Seth Rogen, Brett Cullen, Adam Scott, Ari Graynor, Casey Wilson, Colin Hanks, Yvonne Strahovski, Jeff Kober, Miriam Margolyes, Kathy Najimy, Dale Dickey, Nora Dunn"
"Monsters, Inc. 3D",Walt Disney Pictures / Pixar Animation Studios,"Pete Docter, Lee Unkrich, David Silverman (directors); Andrew Stanton, Daniel Gerson (screenplay); John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly, Frank Oz"
Zero Dark Thirty,Columbia Pictures / Annapurna Pictures,"Kathryn Bigelow (director); Mark Boal (screenplay); Jessica Chastain, Chris Pratt, Joel Edgerton, Kyle Chandler, Jason Clarke, Mark Strong, Jennifer Ehle, James Gandolfini"
Cirque du Soleil: Worlds Away,Paramount Pictures,"Andrew Adamson (director/screenplay); Erica Linz, Igor Zaripov, John Clarke"
Jack Reacher,Paramount Pictures / Skydance Productions,"Christopher McQuarrie (director/screenplay); Josh Olson (screenplay); Tom Cruise, Rosamund Pike, David Oyelowo, Richard Jenkins, Alexia Fast, Werner Herzog, Robert Duvall"
This Is 40,Universal Pictures,"Judd Apatow (director/screenplay); Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow, Graham Parker, Megan Fox, Charlyne Yi, Albert Brooks, John Lithgow, Jason Segel, Chris O'Dowd, Melissa McCarthy"
The Impossible,Summit Entertainment,"Juan Antonio Bayona (director); Sergio G. Sánchez (screenplay); Naomi Watts, Ewan McGregor"
Not Fade Away,Paramount Vantage,"David Chase (director/screenplay); Brad Garrett, James Gandolfini, Bella Heathcote, Christopher McDonald, Molly Price, Lisa Lampanelli, John Magaro, Jack Huston, Will Brill"
Django Unchained,The Weinstein Company,"Quentin Tarantino (director/screenplay); Christoph Waltz, Jamie Foxx, Leonardo DiCaprio, Samuel L. Jackson, Bruce Dern, Russ Tamblyn, James Remar, Dennis Christopher, James Russo, Don Stroud, Tom Wopat, M. C. Gainey, Robert Carradine, Ted Neeley, Tom Savini, Michael Parks, Quentin Tarantino, Don Johnson, Jonah Hill"
Les Misérables,Universal Pictures / Relativity Media / Camack International / Working Title Films,"Tom Hooper (director); William Nicholson, Alain Boublil, Claude-Michel Schönberg, Herbert Kretzmer (screenplay); Hugh Jackman, Russell Crowe, Eddie Redmayne, Colm Wilkinson, Anne Hathaway, Amanda Seyfried, Samantha Barks, Isabelle Allen, Aaron Tveit, Helena Bonham Carter, Sacha Baron Cohen, Daniel Huttlestone, Frances Ruffelle, Hadley Fraser, Gina Beck, Michael Jibson, Bertie Carvel, Stephen Tate, George Blagden, Killian Donnelly, Fra Fee, Alistair Brammer, Hugh Skinner, Iwan Lewis, Julian Bleach, Kate Fleetwood, Hannah Waddingham, Daniel Evans, Kerry Ellis"
Parental Guidance,20th Century Fox / Walden Media / Chernin Entertainment,"Andy Fickman (director); Joe Syracuse, Lisa Addario, Lowell Ganz, Babaloo Mandel (screenplay); Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott, Bailee Madison, Joshua Rush, Kyle Harrison Breitkopf"
West of Memphis,Sony Pictures Classics,Amy J. Berg (director); West Memphis Three
Quartet,The Weinstein Company,"Dustin Hoffman (director); Ronald Harwood (screenplay); Maggie Smith, Tom Courtenay, Billy Connolly, Pauline Collins, Michael Gambon"
Tabu,Adopt Films,"Miguel Gomes (director/screenplay); Mariana Ricardo (screenplay); Teresa Madruga, Laura Soveral, Ana Moreira"
Promised Land,Focus Features / Participant Media / Imagenation Abu Dhabi,"Gus Van Sant (director); Matt Damon, John Krasinski (screenplay); Matt Damon, John Krasinski, Rosemarie DeWitt, Frances McDormand"
