Film,Production,Cast
Guillermo del Toro's Pinocchio,Netflix / Netflix Animation / The Jim Henson Company / ShadowMachine,"Guillermo del Toro, Mark Gustafson (directors); Guillermo del Toro, Patrick McHale (screenplay); Ewan McGregor, David Bradley, Gregory Mann, Burn Gorman, Ron Perlman, John Turturro, Finn Wolfhard, Cate Blanchett, Tim Blake Nelson, Christoph Waltz, Tilda Swinton"
Falling for Christmas,Netflix,"Janeen Damian (director/screenplay); Michael Damian, Jeff Bonnett, Ron Oliver (screenplay); Lindsay Lohan, Chord Overstreet, George Young, Jack Wagner, Aliana Lohan"
Black Panther: Wakanda Forever,Marvel Studios,"Ryan Coogler (director/screenplay); Joe Robert Cole (screenplay); Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke, Florence Kasumba, Dominique Thorne, Michaela Coel, Tenoch Huerta Mejía, Martin Freeman, Julia Louis-Dreyfus, Angela Bassett"
The Fabelmans,Universal Pictures / Amblin Entertainment / Reliance Entertainment,"Steven Spielberg (director/screenplay); Tony Kushner (screenplay); Michelle Williams, Paul Dano, Seth Rogen, Gabriel LaBelle, Judd Hirsch"
Spirited,Apple TV+ / Gloria Sanchez Productions / Maximum Effort,"Sean Anders (director/screenplay); John Morris (screenplay); Will Ferrell, Ryan Reynolds, Octavia Spencer"
Is That Black Enough for You?!?,Netflix,"Elvis Mitchell (director); Margaret Avery, Harry Belafonte, Charles Burnett, Suzanne De Passe, Laurence Fishburne, Whoopi Goldberg, Samuel L. Jackson"
Paradise City,Saban Films,"Chuck Russell (director/screenplay); Corey Large, Edward John Drake (screenplay); John Travolta, Bruce Willis"
Poker Face,Screen Media,"Russell Crowe (director/screenplay); Stephen M. Coates (screenplay); Russell Crowe, Liam Hemsworth, Elsa Pataky, RZA"
A Christmas Story Christmas,HBO Max / Warner Bros. Pictures / Legendary Pictures,"Clay Kaytis (director); Nick Schenk (screenplay); Peter Billingsley, Erinn Hayes, Ian Petrella, R. D. Robb, Scott Schwartz, Zack Ward, Julie Hagerty"
Christmas with You,Netflix,"Gabriela Tagliavini (director); Paco Farias, Jennifer C. Stetson, German Michael Torres (screenplay); Aimee Garcia, Freddie Prinze Jr."
She Said,Universal Pictures / Annapurna Pictures / Plan B Entertainment,"Maria Schrader (director); Rebecca Lenkiewicz (screenplay); Carey Mulligan, Zoe Kazan, Patricia Clarkson, Andre Braugher, Jennifer Ehle, Samantha Morton, Ashley Judd"
The Menu,Searchlight Pictures / Hyperobject Industries / Gary Sanchez Productions,"Mark Mylod (director); Seth Reiss, Will Tracy (screenplay); Ralph Fiennes, Anya Taylor-Joy, Nicholas Hoult, Hong Chau, Janet McTeer, Reed Birney, Judith Light, John Leguizamo"
Disenchanted,Disney+ / Walt Disney Pictures,"Adam Shankman (director/screenplay); Amy Adams, Patrick Dempsey, Maya Rudolph, Idina Menzel, James Marsden"
Slumberland,Netflix / Chernin Entertainment,"Francis Lawrence (director); David Guion, Michael Handelman (screenplay); Jason Momoa, Marlow Barkley, Chris O'Dowd, Kyle Chandler, Weruche Opia"
Bones and All,Metro-Goldwyn-Mayer / The Apartment Pictures,"Luca Guadagnino (director); David Kajganich (screenplay); Taylor Russell, Timothée Chalamet, Michael Stuhlbarg, André Holland, Chloë Sevigny, David Gordon Green, Jessica Harper, Jake Horowitz, Mark Rylance"
The Inspection,A24 / Gamechanger Films,"Elegance Bratton (director/screenplay); Jeremy Pope, Raúl Castillo, McCaul Lombardi, Aaron Dominguez, Nicholas Logan, Eman Esfandi, Andrew Kai, Aubrey Joseph, Bokeem Woodbine, Gabrielle Union"
Scrooge: A Christmas Carol,Netflix / Netflix Animation,"Stephen Donnelly (director/screenplay); Luke Evans, Olivia Colman, Jessie Buckley, Jonathan Pryce, Johnny Flynn, James Cosmo"
Lamborghini: The Man Behind the Legend,Lionsgate,"Robert Moresco (director/screenplay); Frank Grillo, Mira Sorvino, Gabriel Byrne"
The People We Hate at the Wedding,Amazon Studios / FilmNation Entertainment,"Claire Scanlon (director); Lizzie Molyneux-Logelin, Wendy Molyneux (screenplay); Allison Janney, Kristen Bell, Ben Platt"
Prancer: A Christmas Tale,Universal Pictures Home Entertainment,"Phil Hawkins (director); Greg Taylor (screenplay); James Cromwell, Sarah-Jane Potts, Aaron McCusker, Joseph Millson"
Strange World,Walt Disney Pictures / Walt Disney Animation Studios,"Don Hall (director); Qui Nguyen (screenplay); Jake Gyllenhaal, Dennis Quaid, Jaboukie Young-White, Gabrielle Union, Lucy Liu"
Glass Onion: A Knives Out Mystery,Netflix / T-Street,"Rian Johnson (director/screenplay); Daniel Craig, Edward Norton, Janelle Monáe, Kathryn Hahn, Leslie Odom Jr., Jessica Henwick, Madelyn Cline, Kate Hudson, Dave Bautista"
Devotion,Columbia Pictures / Stage 6 Films / Black Label Media,"J. D. Dillard (director); Jake Crane, Jonathan A. Stewart (screenplay); Jonathan Majors, Glen Powell, Christina Jackson, Joe Jonas, Thomas Sadoski"
Nanny,Amazon Studios / Blumhouse Productions / Topic Studios,"Nikyatu Jusu (director/screenplay); Anna Diop, Michelle Monaghan, Sinqua Walls, Morgan Spector, Rose Spector, Leslie Uggams"
A Christmas Mystery,HBO Max / Warner Bros. Pictures,"Alex Ranarivelo (director); John Ducey (screenplay); Violet McGraw, Eddie Cibrian, Christoph Sanders, Drew Powell, Lauren Lindsey Donzis, Oscar Nunez, Beau Bridges"
Holiday Harmony,HBO Max / Warner Bros. Pictures,"Shaun Paul Piccinino (director); Christopher James Harvill, Lauren Swickard (screenplay); Annelise Cepero, Jeremy Sumpter, Brooke Shields, Carla Jimenez, Sisanie, Michael Wiseman"
The Noel Diary,Netflix,"Charles Shyer (director/screenplay); Rebecca Connor, David Golden (screenplay); Justin Hartley, Barrett Doss"
White Noise,Netflix / A24 / Heyday Films,"Noah Baumbach (director/screenplay); Adam Driver, Greta Gerwig, Don Cheadle, Raffey Cassidy, Sam Nivola, May Nivola, Jodie Turner-Smith, André Benjamin, Bill Camp"
A Hollywood Christmas,HBO Max / Warner Bros. Pictures,"Alex Ranarivelo (director); John Ducey (screenplay); Jessika Van, Josh Swickard, Tom Williamson, Emelia Hartford, Missi Pyle"
Violent Night,Universal Pictures / 87North Productions,"Tommy Wirkola (director); Pat Casey, Josh Miller (screenplay); David Harbour, John Leguizamo, Alex Hassell, Alexis Louder, Edi Patterson, Cam Gigandet, Leah Brady, Beverly D'Angelo"
Emancipation,Apple TV+ / Apple Studios / Westbrook Studios / Escape Artists,"Antoine Fuqua (director); William N. Collage (screenplay); Will Smith, Ben Foster, Charmaine Bingwa, Steven Ogg, Mustafa Shakir, Timothy Hutton"
Spoiler Alert,Focus Features,"Michael Showalter (director); David Marshall Grant, Dan Savage (screenplay); Jim Parsons, Ben Aldridge, Sally Field"
Diary of a Wimpy Kid: Rodrick Rules,Disney+ / Walt Disney Pictures / Bardel Entertainment,"Luke Cormican (director); Jeff Kinney (screenplay); Brady Noon, Ethan William Childress, Hunter Dillon, Chris Diamantopoulos, Erica Cerra, Ed Asner"
Darby and the Dead,Hulu / 20th Century Studios,"Silas Howard (director); Wenonah Wilms, Becca Greene (screenplay); Riele Downs, Auliʻi Cravalho, Chosen Jacobs, Asher Angel, Wayne Knight, Derek Luke, Tony Danza"
Lady Chatterley's Lover,Netflix / Blueprint Pictures,"Laure de Clermont-Tonnerre (director); David Magee (screenplay); Emma Corrin, Jack O'Connell, Joely Richardson"
The Eternal Daughter,A24 / BBC Film / Element Pictures,"Joanna Hogg (director/screenplay); Tilda Swinton, Joseph Mydell, Carly-Sophia Davies"
Matilda the Musical,Netflix / TriStar Pictures / Working Title Films,"Matthew Warchus (director); Dennis Kelly (screenplay); Alisha Weir, Lashana Lynch, Stephen Graham, Andrea Riseborough, Emma Thompson"
Empire of Light,Searchlight Pictures / Neal Street Productions,"Sam Mendes (director/screenplay); Olivia Colman, Micheal Ward, Tom Brooke, Tanya Moodie, Hannah Onslow, Crystal Clarke, Toby Jones, Colin Firth"
Night at the Museum: Kahmunrah Rises Again,Disney+ / Walt Disney Pictures / 21 Laps Entertainment,"Matt Danner (director); Ray DeLaurentis (screenplay); Joshua Bassett, Jamie Demetriou, Alice Isaaz, Gillian Jacobs, Joseph Kamal, Thomas Lennon, Zachary Levi, Jack Whitehall, Bowen Yang, Steve Zahn"
The Whale,A24 / Protozoa Pictures,"Darren Aronofsky (director); Samuel D. Hunter (screenplay); Brendan Fraser, Sadie Sink, Hong Chau, Ty Simpkins, Samantha Morton"
Something from Tiffany's,Amazon Studios / Hello Sunshine,"Daryl Wein (director); Tamara Chestna (screenplay); Zoey Deutch, Kendrick Sampson, Ray Nicholson, Shay Mitchell"
Detective Knight: Redemption,Lionsgate,"Edward John Drake (director/screenplay); Corey Large (screenplay); Paul Johansson, Bruce Willis"
The Mean One,Sleight of Hand Productions / Kali Pictures,"Steven LaMorte (director); Finn Kobler (screenplay); David Howard Thornton, Krystle Martin, Chase Mullins, John Bigham, Erik Baker, Flip Kobler, Amy Schumacher"
5000 Blankets,Affirm Originals,"Amin Matalqa (director); Matthew Antonelli, Larry Postel (screenplay); Anna Camp, Rob Mayes, Carson Minniear, Kim Myers, Rod Hallett, Cindy Hogan"
Avatar: The Way of Water,20th Century Studios / Lightstorm Entertainment / TSG Entertainment,"James Cameron (director/screenplay); Rick Jaffa and Amanda Silver (screenplay); Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Kate Winslet"
Puss in Boots: The Last Wish,Universal Pictures / DreamWorks Animation,"Joel Crawford (director); Paul Fisher, Tommy Swerdlow (screenplay); Antonio Banderas, Salma Hayek, Harvey Guillén, Florence Pugh, Olivia Colman, Ray Winstone, Samson Kayo, John Mulaney, Wagner Moura, Da'Vine Joy Randolph"
Wildcat,Amazon Studios,"Melissa Lesh, Trevor Frost (directors)"
Babylon,Paramount Pictures,"Damien Chazelle (director/screenplay); Brad Pitt, Margot Robbie, Diego Calva, Jean Smart, Jovan Adepo, Li Jun Li"
Whitney Houston: I Wanna Dance with Somebody,TriStar Pictures / Black Label Media,"Kasi Lemmons (director); Anthony McCarten (screenplay); Naomi Ackie, Stanley Tucci, Ashton Sanders, Tamara Tunie, Nafessa Williams, Clarke Peters"
The Pale Blue Eye,Netflix / Cross Creek Pictures,"Scott Cooper (director/screenplay); Christian Bale, Harry Melling, Gillian Anderson, Lucy Boynton, Charlotte Gainsbourg, Toby Jones, Harry Lawtey, Simon McBurney, Timothy Spall, Robert Duvall"
Women Talking,Orion Pictures / Plan B Entertainment,"Sarah Polley (director/screenplay); Rooney Mara, Claire Foy, Jessie Buckley, Judith Ivey, Ben Whishaw, Frances McDormand"
A Man Called Otto,Columbia Pictures / Stage 6 Films / Playtone / SF Studios,"Marc Forster (director), David Magee (screenplay); Tom Hanks, Mariana Treviño, Rachel Keller, Manuel Garcia-Rulfo"
"Alice, Darling",Lionsgate / Elevation Pictures,"Mary Nighy (director); Alanna Francis (screenplay); Anna Kendrick, Kaniehtiio Horn, Charlie Carrick, Wunmi Mosaku"
