Film,Production,Cast
The Wizard of Oz 3D,Warner Bros. Pictures / Metro-Goldwyn-Mayer,"Victor Fleming (director); Noel Langley, Florence Ryerson, Edgar Allan Woolf (screenplay); Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr, Jack Haley, Billie Burke, Margaret Hamilton, Charley Grapewin, Clara Blandick, Pat Walshe, Terry"
Baggage Claim,Fox Searchlight Pictures,"David E. Talbert (director/screenplay); Paula Patton, Trey Songz, Adam Brody, Djimon Hounsou, Christina Milian, Taye Diggs"
Cloudy with a Chance of Meatballs 2,Columbia Pictures / Sony Pictures Animation,"Cody Cameron, Kris Pearn (directors); John Francis Daley, Jonathan M. Goldstein, Erica Rivinoja (screenplay); Bill Hader, Anna Faris, James Caan, Neil Patrick Harris, Andy Samberg, Kristen Schaal, Benjamin Bratt, Terry Crews, Will Forte, Khamani Griffin, Cody Cameron"
Don Jon,Relativity Media,"Joseph Gordon-Levitt (director/screenplay); Joseph Gordon-Levitt, Scarlett Johansson, Julianne Moore, Rob Brown, Glenne Headly, Tony Danza, Brie Larson"
Metallica Through the Never,Picturehouse,"Nimród Antal (director/screenplay); Dane DeHaan, Lars Ulrich, Kirk Hammett, James Hetfield, Robert Trujillo"
Ramayya Vasthavayya,Sri Venkateswara Creations,"Harish Shankar (director/screenplay); N. T. Rama Rao Jr., Samantha Ruth Prabhu, Shruti Haasan, Vidyullekha Raman, Rao Ramesh"
Rush,Universal Pictures / Cross Creek Pictures / Exclusive Media / Working Title Films / Imagine Entertainment,"Ron Howard (director); Peter Morgan (screenplay); Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino"
1,Exclusive Media,Paul Crowder (director); Mark Monroe (screenplay); Michael Fassbender
Grace Unplugged,Lionsgate / Roadside Attractions,"Brad J. Silverman (director); AJ Michalka, James Denton, Kevin Pollak, Shawnee Smith, Chris Ellis, Michael Welch, Jamie Grace"
Gravity,Warner Bros. Pictures,"Alfonso Cuarón (director/screenplay); Jonas Cuaron (screenplay); Sandra Bullock, George Clooney"
Runner Runner,20th Century Fox / Regency Enterprises,"Brad Furman (director); Brian Koppelman, David Levien (screenplay); Ben Affleck, Justin Timberlake, Gemma Arterton, Anthony Mackie"
Captain Phillips,Columbia Pictures,"Paul Greengrass (director); Billy Ray (screenplay); Tom Hanks, Catherine Keener, Max Martini, Yul Vazquez, Michael Chernus, Chris Mulkey, Corey Johnson, David Warshofsky, John Magaro, Angus MacInnes"
The Devil's Rapture,LD Entertainment,"Christian E. Christiansen (director); Karl Mueller (screenplay); Jennifer Carpenter, Alycia Debnam-Carey, Rufus Sewell, Thomas McDonell, Adelaide Kane, Leah Pipes, Colm Meaney, Stacey Edwards, Ric Reitz"
Machete Kills,Open Road Films,"Robert Rodriguez (director); Kyle Ward (screenplay); Amber Heard, Mel Gibson, Sofía Vergara, Jessica Alba, Danny Trejo, Carlos Estevez, Alexa Vega, Michelle Rodriguez, Vanessa Hudgens, Antonio Banderas, Cuba Gooding Jr., William Sadler, Lady Gaga, Demián Bichir, Marko Zaror"
12 Years a Slave,Fox Searchlight Pictures / Regency Enterprises / River Road Entertainment / Plan B Entertainment / Film4 Productions,"Steve McQueen (director); John Ridley (screenplay); Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Brad Pitt, Alfre Woodard, Sarah Paulson"
Escape Plan,Summit Entertainment,"Mikael Håfström (director); Miles Chapman, Jason Keller (screenplay); Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, Vincent D'Onofrio, 50 Cent, Vinnie Jones, Amy Ryan"
Carrie,Screen Gems / Metro-Goldwyn-Mayer,"Kimberly Peirce (director); Lawrence D. Cohen, Roberto Aguirre-Sacasa (screenplay); Chloë Grace Moretz, Julianne Moore, Gabriella Wilde, Portia Doubleday, Judy Greer, Ansel Elgort, Alex Russell, Cynthia Preston, Michelle Nolden"
The Fifth Estate,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment / Participant Media,"Bill Condon (director); Josh Singer (screenplay); Benedict Cumberbatch, Daniel Brühl, Laura Linney, Anthony Mackie, David Thewlis, Stanley Tucci, Peter Capaldi, Alicia Vikander, Carice van Houten, Dan Stevens"
I'm in Love with a Church Girl,Reverence Gospel Media Films,"Steve Race (director); Galley Molina (screenplay); Ja Rule, Adrienne Bailon, Vincent Pastore, TobyMac, T-Bone, Michael Madsen, Stephen Baldwin"
Bastards,Sundance Selects,"Claire Denis (director/screenplay); Jean-Pol Fargeau (screenplay); Vincent Lindon, Chiara Mastroianni"
Blue Is the Warmest Colour,IFC Films,"Abdellatif Kechiche (director/screenplay); Ghalia Lacroix (screenplay); Léa Seydoux, Adèle Exarchopoulos"
The Counselor,Fox 2000 Pictures / Scott Free Productions,"Ridley Scott (director); Cormac McCarthy (screenplay); Brad Pitt, Michael Fassbender, Javier Bardem, Cameron Diaz, Penélope Cruz, Natalie Dormer, John Leguizamo, Dean Norris"
Jackass Presents: Bad Grandpa,Paramount Pictures / MTV Films / Dickhouse Productions,"Jeff Tremaine (director/screenplay); Johnny Knoxville, Spike Jonze (screenplay); Johnny Knoxville, Bam Margera, Steve-O, Jason Acuña, Chris Pontius, Preston Lacy, Dave England, Ehren McGhehey"
Spinning Plates,Film Arcade,"Joseph Levy (director/screenplay); Grant Achatz, Thomas Keller, Cindy Breitbach, Gabby Martinez, Mike Breitbach, Francisco Martinez"
About Time,Universal Pictures / Relativity Media / Working Title Films,"Richard Curtis (director/screenplay); Domhnall Gleeson, Rachel McAdams, Bill Nighy, Tom Hollander, Margot Robbie"
Dallas Buyers Club,Focus Features,"Jean-Marc Vallée (director); Craig Borten, Melisa Wallack (screenplay); Matthew McConaughey, Jared Leto, Jennifer Garner, Dallas Roberts, Denis O'Hare, Steve Zahn, Griffin Dunne, Jane McNeill, James DuMont, Bradford Cox, Kevin Rankin, Matthew Thompson"
Ender's Game,Summit Entertainment / OddLot Entertainment,"Gavin Hood (director/screenplay); Asa Butterfield, Ben Kingsley, Harrison Ford, Hailee Steinfeld, Abigail Breslin, Viola Davis, Nonso Anozie"
Free Birds,Relativity Media / Reel FX Animation Studios,"Jimmy Hayward (director); Jimmy Hayward, Scott Mosier (screenplay); Reggie, Jake, Jenny, Lesley Nicol, George Takei, Colm Meaney, Keith David"
Last Vegas,CBS Films,"Jon Turteltaub (director); Dan Fogelman (screenplay); Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline, Mary Steenburgen, Ashley Spillers"
The Book Thief,Fox 2000 Pictures,"Brian Percival (director); Michael Petroni (screenplay); Sophie Nélisse, Geoffrey Rush, Emily Watson"
Thor: The Dark World,Marvel Studios,"Alan Taylor (director); Christopher Yost, Stephen McFeely, Christopher Markus (screenplay); Chris Hemsworth, Natalie Portman, Tom Hiddleston, Jaimie Alexander, Idris Elba, Zachary Levi, Stellan Skarsgård, Anthony Hopkins, Ray Stevenson, Tadanobu Asano, Christopher Eccleston, Kat Dennings, Adewale Akinnuoye-Agbaje, Rene Russo"
The Best Man Holiday,Universal Pictures,"Malcolm D. Lee (director/screenplay); Taye Diggs, Nia Long, Morris Chestnut, Harold Perrineau, Terrence Howard, Regina Hall, Sanaa Lathan, Monica Calhoun, Melissa De Sousa, Eddie Cibrian, John Michael Higgins"
The Christmas Candle,EchoLight Studios,"John Stephenson (director); Candace Lee, Eric Newman, Max Lucado (screenplay); Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, James Cosmo, Susan Boyle, Barbara Flynn, John Hannah"
Contracted,IFC Films,"Eric England (director/screenplay); Najarra Townsend, Caroline Williams, Alice Macdonald"
Delivery Man,Touchstone Pictures / DreamWorks Pictures / Reliance Entertainment,"Ken Scott (director/screenplay); Cobie Smulders, Chris Pratt, Vince Vaughn"
The Hunger Games: Catching Fire,Lionsgate,"Francis Lawrence (director); Simon Beaufoy, Michael Arndt (screenplay); Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Elizabeth Banks, Lenny Kravitz, Stanley Tucci, Donald Sutherland, Philip Seymour Hoffman, Jeffrey Wright, Willow Shields, Sam Claflin, Jena Malone, Patrick St. Esprit"
Nebraska,Summit Entertainment / Paramount Vantage,"Alexander Payne (director); Bob Nelson (screenplay); Bruce Dern, Will Forte, Bob Odenkirk, Stacy Keach, June Squibb"
Philomena,The Weinstein Company / Pathé / BBC Films / BFI Film Forever,"Stephen Frears (director); Steve Coogan, Jeff Pope (screenplay); Judi Dench, Steve Coogan"
Black Nativity,Fox Searchlight Pictures,"Kasi Lemmons (director/screenplay); Forest Whitaker, Angela Bassett, Tyrese Gibson, Jennifer Hudson, Mary J. Blige, Vondie Curtis-Hall, Nas, Rotimi, Jacob Latimore"
Frozen,Walt Disney Pictures / Walt Disney Animation Studios,"Chris Buck (director); Jennifer Lee (director/screenplay); Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Alan Tudyk, Santino Fontana, Chris Williams"
Grace of Monaco,The Weinstein Company,"Olivier Dahan (director); Arash Amel (screenplay); Nicole Kidman, Paz Vega, Tim Roth, Frank Langella, Parker Posey, Milo Ventimiglia, Derek Jacobi"
Homefront,Open Road Films / Millennium Films / Nu Image,"Gary Fleder (director); Sylvester Stallone (screenplay); Jason Statham, James Franco, Winona Ryder, Kate Bosworth, Frank Grillo"
Oldboy,FilmDistrict,"Spike Lee (director); Mark Protosevich (screenplay); Samuel L. Jackson, Elizabeth Olsen, Josh Brolin, Sharlto Copley"
Mandela: Long Walk to Freedom,The Weinstein Company,"Justin Chadwick (director); William Nicholson (screenplay); Idris Elba, Naomie Harris, Tony Kgoroge, Riaad Moosa, Zolani Mkiva, Jamie Bartlett, Lindiwe Matshikiza, Deon Lotz, Terry Pheto"
Commitment,Well Go USA,"Park Hong-soo (director); Kim Soo-young (screenplay); Choi Seung-hyun, Han Ye-ri, Kim Yoo-jung"
Crave,Phase 4 Films,"Charles de Lauzirika (director/screenplay); Robert A. Lawton (screenplay); Josh Lawson, Emma Lung, Ron Perlman"
Inside Llewyn Davis,CBS Films,"Joel Coen, Ethan Coen (director/screenplay); Oscar Isaac, Carey Mulligan, John Goodman, Garrett Hedlund, F. Murray Abraham, Justin Timberlake"
The Last Days on Mars,Magnolia Pictures,"Ruairí Robinson (director); Liev Schreiber, Elias Koteas, Romola Garai, Goran Kostić, Johnny Harris, Tom Cullen, Yusra Warsama, Olivia Williams"
Out of the Furnace,Relativity Media / Scott Free Productions / Appian Way Productions,"Scott Cooper (director/screenplay); Christian Bale, Casey Affleck, Zoe Saldana, Sam Shepard, Woody Harrelson, Forest Whitaker, Willem Dafoe"
Swerve,Cohen Media Group,"Craig Lahiff (director); Emma Booth, Jason Clarke, David Lyons, Travis MacMahon, Vince Colosimo"
American Hustle,Columbia Pictures / Atlas Entertainment / Annapurna Pictures,"David O. Russell (director/screenplay); Eric Warren Singer (screenplay); Christian Bale, Bradley Cooper, Amy Adams, Jennifer Lawrence, Robert De Niro, Jeremy Renner, Louis C.K., Michael Peña, Jack Huston, Alessandro Nivola"
The Hobbit: The Desolation of Smaug,Warner Bros. Pictures / New Line Cinema / Metro-Goldwyn-Mayer,"Peter Jackson (director/screenplay); Fran Walsh, Philippa Boyens, Guillermo del Toro (screenplay); Martin Freeman, Ian McKellen, Richard Armitage, Benedict Cumberbatch, Orlando Bloom, Evangeline Lilly, Lee Pace, Luke Evans, Ken Stott, James Nesbitt"
A Madea Christmas,Lionsgate / Tyler Perry Studios,"Tyler Perry (director/screenplay); Tyler Perry, Kathy Najimy, Chad Michael Murray, Anna Maria Horsford, Tika Sumpter, Eric Lively, JR Lemon, Alicia Witt, Lisa Whelchel, Larry the Cable Guy"
Saving Mr. Banks,Walt Disney Pictures,"John Lee Hancock (director); Kelly Marcel, Sue Smith (screenplay); Tom Hanks, Emma Thompson, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford"
Anchorman 2: The Legend Continues,Paramount Pictures / Gary Sanchez Productions / Apatow Productions,"Adam McKay (director/screenplay); Will Ferrell (screenplay); Will Ferrell, Christina Applegate, Paul Rudd, David Koechner, Steve Carell, Dylan Baker, Meagan Good, James Marsden, Fred Willard, Kristen Wiig, Josh Lawson, Chris Parnell, Greg Kinnear, Harrison Ford, June Diane Raphael, Eliza Coupe, Brian F. Durkin, Paula Pell, Drake, Sacha Baron Cohen, Marion Cotillard, Will Smith, Kirsten Dunst, Jim Carrey, Tina Fey, Liam Neeson, Amy Poehler, John C. Reilly, Vince Vaughn, Kanye West, Bill Kurtis, William Tokarsky, Wilbur Fitzgerald, Judah Nelson"
Her,Warner Bros. Pictures / Annapurna Pictures,"Spike Jonze (director/screenplay); Rooney Mara, Amy Adams, Samantha Morton, Joaquin Phoenix, Olivia Wilde, Chris Pratt"
The Harry Hill Movie,Lucky Features,"Steve Bendelack (director); Harry Hill (screenplay); Harry Hill, Julie Walters, Matt Lucas, Simon Bird, Johnny Vegas"
Walking with Dinosaurs,20th Century Fox / Reliance Entertainment / BBC Earth Films,"Neil Nightengale, Pierre de Lespinois, Barry Cook (directors); John Collee, Theodore Thomas (screenplay); Charlie Rowe"
47 Ronin,Universal Pictures / Relativity Media,"Carl Rinsch (director); Chris Morgan, Hossein Amini (screenplay); Keanu Reeves, Hiroyuki Sanada, Kou Shibasaki, Tadanobu Asano, Rinko Kikuchi"
Grudge Match,Warner Bros. Pictures,"Peter Segal (director); Tim Kelleher, Rodney Rothman (screenplay); Sylvester Stallone, Robert De Niro, Alan Arkin, Kevin Hart, Kim Basinger, Jon Bernthal"
Lone Survivor,Universal Pictures / Emmett/Furla Films,"Peter Berg (director/screenplay); Mark Wahlberg, Taylor Kitsch, Ben Foster, Emile Hirsch, Eric Bana"
The Secret Life of Walter Mitty,20th Century Fox / TSG Entertainment / Samuel Goldwyn Films,"Ben Stiller (director); Steve Conrad (screenplay); Ben Stiller, Kristen Wiig, Shirley MacLaine, Sean Penn, Adam Scott, Kathryn Hahn"
The Wolf of Wall Street,Paramount Pictures / Red Granite Pictures,"Martin Scorsese (director); Terence Winter (screenplay); Leonardo DiCaprio, Jonah Hill, Matthew McConaughey, Kyle Chandler, Jean Dujardin, Margot Robbie, Jon Bernthal, Rob Reiner, P. J. Byrne"
Labor Day,Paramount Pictures,"Jason Reitman (director/screenplay); Kate Winslet, Josh Brolin, Gattlin Griffith, Tobey Maguire"
